7.8025 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
108.5846 	EXP 	slider: markerPos = 13.316666666666666
108.5918 	EXP 	slider: markerPos = 13.308333333333332
108.5989 	EXP 	slider: markerPos = 13.308333333333332
108.6071 	EXP 	slider: markerPos = 13.308333333333332
108.6147 	EXP 	slider: markerPos = 13.308333333333332
108.6220 	EXP 	slider: markerPos = 13.3
108.6291 	EXP 	slider: markerPos = 13.291666666666666
108.6361 	EXP 	slider: markerPos = 13.291666666666666
108.6432 	EXP 	slider: markerPos = 13.283333333333331
108.6504 	EXP 	slider: markerPos = 13.283333333333331
108.6580 	EXP 	slider: markerPos = 13.275
108.6681 	EXP 	slider: markerPos = 13.266666666666666
108.6755 	EXP 	slider: markerPos = 13.266666666666666
108.6834 	EXP 	slider: markerPos = 13.25
108.6908 	EXP 	slider: markerPos = 13.200000000000001
108.6981 	EXP 	slider: markerPos = 13.158333333333333
108.7054 	EXP 	slider: markerPos = 13.108333333333333
108.7124 	EXP 	slider: markerPos = 13.033333333333333
108.7196 	EXP 	slider: markerPos = 12.95
108.7270 	EXP 	slider: markerPos = 12.85
108.7376 	EXP 	slider: markerPos = 12.708333333333334
108.7450 	EXP 	slider: markerPos = 12.566666666666666
108.7532 	EXP 	slider: markerPos = 12.283333333333331
108.7610 	EXP 	slider: markerPos = 12.125
108.7682 	EXP 	slider: markerPos = 11.966666666666667
108.7755 	EXP 	slider: markerPos = 11.75
108.7863 	EXP 	slider: markerPos = 11.6
108.7937 	EXP 	slider: markerPos = 11.499999999999998
108.8016 	EXP 	slider: markerPos = 11.208333333333334
108.8092 	EXP 	slider: markerPos = 11.083333333333332
108.8167 	EXP 	slider: markerPos = 10.958333333333332
108.8239 	EXP 	slider: markerPos = 10.850000000000001
108.8311 	EXP 	slider: markerPos = 10.750000000000002
108.8417 	EXP 	slider: markerPos = 10.633333333333333
108.8490 	EXP 	slider: markerPos = 10.533333333333335
108.8570 	EXP 	slider: markerPos = 10.458333333333334
108.8645 	EXP 	slider: markerPos = 10.358333333333334
108.8717 	EXP 	slider: markerPos = 10.299999999999999
108.8790 	EXP 	slider: markerPos = 10.241666666666667
108.8866 	EXP 	slider: markerPos = 10.208333333333334
108.8973 	EXP 	slider: markerPos = 10.174999999999999
108.9044 	EXP 	slider: markerPos = 10.149999999999999
108.9122 	EXP 	slider: markerPos = 10.125
108.9195 	EXP 	slider: markerPos = 10.108333333333334
108.9277 	EXP 	slider: markerPos = 10.1
108.9348 	EXP 	slider: markerPos = 10.083333333333334
108.9417 	EXP 	slider: markerPos = 10.083333333333334
108.9496 	EXP 	slider: markerPos = 10.083333333333334
108.9600 	EXP 	slider: markerPos = 10.083333333333334
108.9673 	EXP 	slider: markerPos = 10.083333333333334
108.9746 	EXP 	slider: markerPos = 10.075
108.9818 	EXP 	slider: markerPos = 10.075
108.9887 	EXP 	slider: markerPos = 10.075
108.9959 	EXP 	slider: markerPos = 10.075
109.0030 	EXP 	slider: markerPos = 10.075
109.0100 	EXP 	slider: markerPos = 10.075
109.0170 	EXP 	slider: markerPos = 10.075
109.0244 	EXP 	slider: markerPos = 10.075
109.0314 	EXP 	slider: markerPos = 10.075
109.0389 	EXP 	slider: markerPos = 10.075
109.0460 	EXP 	slider: markerPos = 10.066666666666668
109.0529 	EXP 	slider: markerPos = 10.066666666666668
109.0600 	EXP 	slider: markerPos = 10.066666666666668
109.0669 	EXP 	slider: markerPos = 10.058333333333334
109.0739 	EXP 	slider: markerPos = 10.058333333333334
109.0810 	EXP 	slider: markerPos = 10.058333333333334
109.0881 	EXP 	slider: markerPos = 10.058333333333334
109.0986 	EXP 	slider: markerPos = 10.058333333333334
109.1061 	EXP 	slider: markerPos = 10.058333333333334
109.1141 	EXP 	slider: markerPos = 10.058333333333334
109.1211 	EXP 	slider: markerPos = 10.058333333333334
109.1283 	EXP 	slider: markerPos = 10.058333333333334
109.1356 	EXP 	slider: markerPos = 10.058333333333334
109.1427 	EXP 	slider: markerPos = 10.066666666666668
109.1497 	EXP 	slider: markerPos = 10.066666666666668
109.1567 	EXP 	slider: markerPos = 10.066666666666668
109.1636 	EXP 	slider: markerPos = 10.075
109.1704 	EXP 	slider: markerPos = 10.075
109.1774 	EXP 	slider: markerPos = 10.075
109.1846 	EXP 	slider: markerPos = 10.083333333333334
109.1920 	EXP 	slider: markerPos = 10.091666666666669
109.1992 	EXP 	slider: markerPos = 10.091666666666669
109.2101 	EXP 	slider: markerPos = 10.091666666666669
109.2173 	EXP 	slider: markerPos = 10.1
109.2246 	EXP 	slider: markerPos = 10.108333333333334
109.2305 	DATA 	Mouse:  Left button up, pos=(1513,271)
109.2320 	EXP 	slider: markerPos = 10.108333333333334
109.2386 	EXP 	slider: markerPos = 10
109.2485 	EXP 	slider: autoDraw = False
109.2485 	EXP 	text_3: autoDraw = False
109.2485 	EXP 	suggestions: autoDraw = True
109.2485 	EXP 	text_6: autoDraw = True
111.4375 	DATA 	Keypress: right
111.4460 	EXP 	suggestions: autoDraw = False
111.4460 	EXP 	text_6: autoDraw = False
111.4460 	EXP 	instructions_2: autoDraw = True
112.3295 	EXP 	Imported conditions_2.xlsx as conditions, 45 conditions, 2 params
112.3302 	EXP 	Created sequence: sequential, trialTypes=45, nReps=1, seed=None
112.3304 	EXP 	New trial (rep=0, index=0): {'picture': 'images/01.png', 'corrAns': None}
112.5018 	EXP 	Sound  started
112.5040 	DATA 	Keypress: space
112.5088 	EXP 	instructions_2: autoDraw = False
112.5088 	EXP 	clock_2: image = 'images/01.png'
112.5088 	EXP 	clock_2: autoDraw = True
112.5088 	EXP 	fixation_2: autoDraw = True
112.5088 	EXP 	text_2: autoDraw = True
112.5088 	EXP 	text_2: height = 0.05
112.5088 	EXP 	text_2: height = 0.05
112.5088 	EXP 	text_2: height = 0.05
112.5088 	EXP 	text_2: text = ''
113.0809 	DATA 	Keypress: lctrl
113.5085 	EXP 	clock_2: autoDraw = False
114.3289 	EXP 	New trial (rep=0, index=1): {'picture': 'images/02.png', 'corrAns': None}
114.3848 	EXP 	clock_2: autoDraw = False
114.3848 	EXP 	fixation_2: autoDraw = False
114.3848 	EXP 	text_2: autoDraw = False
114.3848 	EXP 	clock_2: image = 'images/02.png'
114.3848 	EXP 	clock_2: autoDraw = True
114.3848 	EXP 	fixation_2: autoDraw = True
114.3848 	EXP 	text_2: autoDraw = True
115.3904 	EXP 	clock_2: autoDraw = False
116.3290 	EXP 	New trial (rep=0, index=2): {'picture': 'images/04.png', 'corrAns': 'space'}
116.3877 	EXP 	clock_2: autoDraw = False
116.3877 	EXP 	fixation_2: autoDraw = False
116.3877 	EXP 	text_2: autoDraw = False
116.3877 	EXP 	clock_2: image = 'images/04.png'
116.3877 	EXP 	clock_2: autoDraw = True
116.3877 	EXP 	fixation_2: autoDraw = True
116.3877 	EXP 	text_2: autoDraw = True
117.3905 	EXP 	clock_2: autoDraw = False
118.3286 	EXP 	New trial (rep=0, index=3): {'picture': 'images/06.png', 'corrAns': 'space'}
118.3843 	EXP 	clock_2: autoDraw = False
118.3843 	EXP 	fixation_2: autoDraw = False
118.3843 	EXP 	text_2: autoDraw = False
118.3843 	EXP 	clock_2: image = 'images/06.png'
118.3843 	EXP 	clock_2: autoDraw = True
118.3843 	EXP 	fixation_2: autoDraw = True
118.3843 	EXP 	text_2: autoDraw = True
119.3904 	EXP 	clock_2: autoDraw = False
120.3287 	EXP 	New trial (rep=0, index=4): {'picture': 'images/07.png', 'corrAns': None}
120.3841 	EXP 	clock_2: autoDraw = False
120.3841 	EXP 	fixation_2: autoDraw = False
120.3841 	EXP 	text_2: autoDraw = False
120.3841 	EXP 	clock_2: image = 'images/07.png'
120.3841 	EXP 	clock_2: autoDraw = True
120.3841 	EXP 	fixation_2: autoDraw = True
120.3841 	EXP 	text_2: autoDraw = True
121.3834 	EXP 	clock_2: autoDraw = False
122.3288 	EXP 	New trial (rep=0, index=5): {'picture': 'images/09.png', 'corrAns': 'space'}
122.3845 	EXP 	clock_2: autoDraw = False
122.3845 	EXP 	fixation_2: autoDraw = False
122.3845 	EXP 	text_2: autoDraw = False
122.3845 	EXP 	clock_2: image = 'images/09.png'
122.3845 	EXP 	clock_2: autoDraw = True
122.3845 	EXP 	fixation_2: autoDraw = True
122.3845 	EXP 	text_2: autoDraw = True
123.3902 	EXP 	clock_2: autoDraw = False
124.3287 	EXP 	New trial (rep=0, index=6): {'picture': 'images/10.png', 'corrAns': None}
124.3844 	EXP 	clock_2: autoDraw = False
124.3844 	EXP 	fixation_2: autoDraw = False
124.3844 	EXP 	text_2: autoDraw = False
124.3844 	EXP 	clock_2: image = 'images/10.png'
124.3844 	EXP 	clock_2: autoDraw = True
124.3844 	EXP 	fixation_2: autoDraw = True
124.3844 	EXP 	text_2: autoDraw = True
125.3903 	EXP 	clock_2: autoDraw = False
126.3286 	EXP 	New trial (rep=0, index=7): {'picture': 'images/11.png', 'corrAns': None}
126.3853 	EXP 	clock_2: autoDraw = False
126.3853 	EXP 	fixation_2: autoDraw = False
126.3853 	EXP 	text_2: autoDraw = False
126.3853 	EXP 	clock_2: image = 'images/11.png'
126.3853 	EXP 	clock_2: autoDraw = True
126.3853 	EXP 	fixation_2: autoDraw = True
126.3853 	EXP 	text_2: autoDraw = True
127.3901 	EXP 	clock_2: autoDraw = False
128.3285 	EXP 	New trial (rep=0, index=8): {'picture': 'images/12.png', 'corrAns': None}
128.3840 	EXP 	clock_2: autoDraw = False
128.3840 	EXP 	fixation_2: autoDraw = False
128.3840 	EXP 	text_2: autoDraw = False
128.3840 	EXP 	clock_2: image = 'images/12.png'
128.3840 	EXP 	clock_2: autoDraw = True
128.3840 	EXP 	fixation_2: autoDraw = True
128.3840 	EXP 	text_2: autoDraw = True
128.9548 	DATA 	Keypress: lctrl
128.9764 	DATA 	Keypress: lwindows
129.3958 	EXP 	clock_2: autoDraw = False
130.3276 	EXP 	New trial (rep=0, index=9): {'picture': 'images/13.png', 'corrAns': None}
130.3886 	EXP 	clock_2: autoDraw = False
130.3886 	EXP 	fixation_2: autoDraw = False
130.3886 	EXP 	text_2: autoDraw = False
130.3886 	EXP 	clock_2: image = 'images/13.png'
130.3886 	EXP 	clock_2: autoDraw = True
130.3886 	EXP 	fixation_2: autoDraw = True
130.3886 	EXP 	text_2: autoDraw = True
131.3897 	EXP 	clock_2: autoDraw = False
132.3275 	EXP 	New trial (rep=0, index=10): {'picture': 'images/15.png', 'corrAns': 'space'}
132.3819 	EXP 	clock_2: autoDraw = False
132.3819 	EXP 	fixation_2: autoDraw = False
132.3819 	EXP 	text_2: autoDraw = False
132.3819 	EXP 	clock_2: image = 'images/15.png'
132.3819 	EXP 	clock_2: autoDraw = True
132.3819 	EXP 	fixation_2: autoDraw = True
132.3819 	EXP 	text_2: autoDraw = True
133.3827 	EXP 	clock_2: autoDraw = False
134.3275 	EXP 	New trial (rep=0, index=11): {'picture': 'images/16.png', 'corrAns': None}
134.3820 	EXP 	clock_2: autoDraw = False
134.3820 	EXP 	fixation_2: autoDraw = False
134.3820 	EXP 	text_2: autoDraw = False
134.3820 	EXP 	clock_2: image = 'images/16.png'
134.3820 	EXP 	clock_2: autoDraw = True
134.3820 	EXP 	fixation_2: autoDraw = True
134.3820 	EXP 	text_2: autoDraw = True
135.3829 	EXP 	clock_2: autoDraw = False
136.3276 	EXP 	New trial (rep=0, index=12): {'picture': 'images/17.png', 'corrAns': None}
136.3823 	EXP 	clock_2: autoDraw = False
136.3823 	EXP 	fixation_2: autoDraw = False
136.3823 	EXP 	text_2: autoDraw = False
136.3823 	EXP 	clock_2: image = 'images/17.png'
136.3823 	EXP 	clock_2: autoDraw = True
136.3823 	EXP 	fixation_2: autoDraw = True
136.3823 	EXP 	text_2: autoDraw = True
137.3824 	EXP 	clock_2: autoDraw = False
138.3272 	EXP 	New trial (rep=0, index=13): {'picture': 'images/19.png', 'corrAns': 'space'}
138.3826 	EXP 	clock_2: autoDraw = False
138.3826 	EXP 	fixation_2: autoDraw = False
138.3826 	EXP 	text_2: autoDraw = False
138.3826 	EXP 	clock_2: image = 'images/19.png'
138.3826 	EXP 	clock_2: autoDraw = True
138.3826 	EXP 	fixation_2: autoDraw = True
138.3826 	EXP 	text_2: autoDraw = True
139.3938 	EXP 	clock_2: autoDraw = False
140.3274 	EXP 	New trial (rep=0, index=14): {'picture': 'images/20.png', 'corrAns': None}
140.3820 	EXP 	clock_2: autoDraw = False
140.3820 	EXP 	fixation_2: autoDraw = False
140.3820 	EXP 	text_2: autoDraw = False
140.3820 	EXP 	clock_2: image = 'images/20.png'
140.3820 	EXP 	clock_2: autoDraw = True
140.3820 	EXP 	fixation_2: autoDraw = True
140.3820 	EXP 	text_2: autoDraw = True
141.3824 	EXP 	clock_2: autoDraw = False
142.3271 	EXP 	New trial (rep=0, index=15): {'picture': 'images/21.png', 'corrAns': None}
142.3819 	EXP 	clock_2: autoDraw = False
142.3819 	EXP 	fixation_2: autoDraw = False
142.3819 	EXP 	text_2: autoDraw = False
142.3819 	EXP 	clock_2: image = 'images/21.png'
142.3819 	EXP 	clock_2: autoDraw = True
142.3819 	EXP 	fixation_2: autoDraw = True
142.3819 	EXP 	text_2: autoDraw = True
143.3824 	EXP 	clock_2: autoDraw = False
144.3275 	EXP 	New trial (rep=0, index=16): {'picture': 'images/23.png', 'corrAns': None}
144.3841 	EXP 	clock_2: autoDraw = False
144.3841 	EXP 	fixation_2: autoDraw = False
144.3841 	EXP 	text_2: autoDraw = False
144.3841 	EXP 	clock_2: image = 'images/23.png'
144.3841 	EXP 	clock_2: autoDraw = True
144.3841 	EXP 	fixation_2: autoDraw = True
144.3841 	EXP 	text_2: autoDraw = True
145.3901 	EXP 	clock_2: autoDraw = False
146.3274 	EXP 	New trial (rep=0, index=17): {'picture': 'images/25.png', 'corrAns': 'space'}
146.3825 	EXP 	clock_2: autoDraw = False
146.3825 	EXP 	fixation_2: autoDraw = False
146.3825 	EXP 	text_2: autoDraw = False
146.3825 	EXP 	clock_2: image = 'images/25.png'
146.3825 	EXP 	clock_2: autoDraw = True
146.3825 	EXP 	fixation_2: autoDraw = True
146.3825 	EXP 	text_2: autoDraw = True
147.4009 	EXP 	clock_2: autoDraw = False
148.3275 	EXP 	New trial (rep=0, index=18): {'picture': 'images/26.png', 'corrAns': None}
148.3839 	EXP 	clock_2: autoDraw = False
148.3839 	EXP 	fixation_2: autoDraw = False
148.3839 	EXP 	text_2: autoDraw = False
148.3839 	EXP 	clock_2: image = 'images/26.png'
148.3839 	EXP 	clock_2: autoDraw = True
148.3839 	EXP 	fixation_2: autoDraw = True
148.3839 	EXP 	text_2: autoDraw = True
149.3893 	EXP 	clock_2: autoDraw = False
150.3271 	EXP 	New trial (rep=0, index=19): {'picture': 'images/27.png', 'corrAns': None}
150.3819 	EXP 	clock_2: autoDraw = False
150.3819 	EXP 	fixation_2: autoDraw = False
150.3819 	EXP 	text_2: autoDraw = False
150.3819 	EXP 	clock_2: image = 'images/27.png'
150.3819 	EXP 	clock_2: autoDraw = True
150.3819 	EXP 	fixation_2: autoDraw = True
150.3819 	EXP 	text_2: autoDraw = True
151.3822 	EXP 	clock_2: autoDraw = False
152.3276 	EXP 	New trial (rep=0, index=20): {'picture': 'images/29.png', 'corrAns': 'space'}
152.3931 	EXP 	clock_2: autoDraw = False
152.3931 	EXP 	fixation_2: autoDraw = False
152.3931 	EXP 	text_2: autoDraw = False
152.3931 	EXP 	clock_2: image = 'images/29.png'
152.3931 	EXP 	clock_2: autoDraw = True
152.3931 	EXP 	fixation_2: autoDraw = True
152.3931 	EXP 	text_2: autoDraw = True
153.3962 	EXP 	clock_2: autoDraw = False
154.3272 	EXP 	New trial (rep=0, index=21): {'picture': 'images/30.png', 'corrAns': None}
154.3863 	EXP 	clock_2: autoDraw = False
154.3863 	EXP 	fixation_2: autoDraw = False
154.3863 	EXP 	text_2: autoDraw = False
154.3863 	EXP 	clock_2: image = 'images/30.png'
154.3863 	EXP 	clock_2: autoDraw = True
154.3863 	EXP 	fixation_2: autoDraw = True
154.3863 	EXP 	text_2: autoDraw = True
155.3939 	EXP 	clock_2: autoDraw = False
156.3269 	EXP 	New trial (rep=0, index=22): {'picture': 'images/32.png', 'corrAns': 'space'}
156.3828 	EXP 	clock_2: autoDraw = False
156.3828 	EXP 	fixation_2: autoDraw = False
156.3828 	EXP 	text_2: autoDraw = False
156.3828 	EXP 	clock_2: image = 'images/32.png'
156.3828 	EXP 	clock_2: autoDraw = True
156.3828 	EXP 	fixation_2: autoDraw = True
156.3828 	EXP 	text_2: autoDraw = True
157.3820 	EXP 	clock_2: autoDraw = False
158.3273 	EXP 	New trial (rep=0, index=23): {'picture': 'images/33.png', 'corrAns': None}
158.3859 	EXP 	clock_2: autoDraw = False
158.3859 	EXP 	fixation_2: autoDraw = False
158.3859 	EXP 	text_2: autoDraw = False
158.3859 	EXP 	clock_2: image = 'images/33.png'
158.3859 	EXP 	clock_2: autoDraw = True
158.3859 	EXP 	fixation_2: autoDraw = True
158.3859 	EXP 	text_2: autoDraw = True
159.3890 	EXP 	clock_2: autoDraw = False
160.3269 	EXP 	New trial (rep=0, index=24): {'picture': 'images/34.png', 'corrAns': None}
160.3812 	EXP 	clock_2: autoDraw = False
160.3812 	EXP 	fixation_2: autoDraw = False
160.3812 	EXP 	text_2: autoDraw = False
160.3812 	EXP 	clock_2: image = 'images/34.png'
160.3812 	EXP 	clock_2: autoDraw = True
160.3812 	EXP 	fixation_2: autoDraw = True
160.3812 	EXP 	text_2: autoDraw = True
161.3820 	EXP 	clock_2: autoDraw = False
162.3271 	EXP 	New trial (rep=0, index=25): {'picture': 'images/36.png', 'corrAns': 'space'}
162.3932 	EXP 	clock_2: autoDraw = False
162.3932 	EXP 	fixation_2: autoDraw = False
162.3932 	EXP 	text_2: autoDraw = False
162.3932 	EXP 	clock_2: image = 'images/36.png'
162.3932 	EXP 	clock_2: autoDraw = True
162.3932 	EXP 	fixation_2: autoDraw = True
162.3932 	EXP 	text_2: autoDraw = True
163.3961 	EXP 	clock_2: autoDraw = False
164.3267 	EXP 	New trial (rep=0, index=26): {'picture': 'images/37.png', 'corrAns': None}
164.3810 	EXP 	clock_2: autoDraw = False
164.3810 	EXP 	fixation_2: autoDraw = False
164.3810 	EXP 	text_2: autoDraw = False
164.3810 	EXP 	clock_2: image = 'images/37.png'
164.3810 	EXP 	clock_2: autoDraw = True
164.3810 	EXP 	fixation_2: autoDraw = True
164.3810 	EXP 	text_2: autoDraw = True
165.3819 	EXP 	clock_2: autoDraw = False
166.3267 	EXP 	New trial (rep=0, index=27): {'picture': 'images/38.png', 'corrAns': None}
166.3826 	EXP 	clock_2: autoDraw = False
166.3826 	EXP 	fixation_2: autoDraw = False
166.3826 	EXP 	text_2: autoDraw = False
166.3826 	EXP 	clock_2: image = 'images/38.png'
166.3826 	EXP 	clock_2: autoDraw = True
166.3826 	EXP 	fixation_2: autoDraw = True
166.3826 	EXP 	text_2: autoDraw = True
167.3821 	EXP 	clock_2: autoDraw = False
168.3267 	EXP 	New trial (rep=0, index=28): {'picture': 'images/40.png', 'corrAns': 'space'}
168.3812 	EXP 	clock_2: autoDraw = False
168.3812 	EXP 	fixation_2: autoDraw = False
168.3812 	EXP 	text_2: autoDraw = False
168.3812 	EXP 	clock_2: image = 'images/40.png'
168.3812 	EXP 	clock_2: autoDraw = True
168.3812 	EXP 	fixation_2: autoDraw = True
168.3812 	EXP 	text_2: autoDraw = True
169.3817 	EXP 	clock_2: autoDraw = False
170.3277 	EXP 	New trial (rep=0, index=29): {'picture': 'images/41.png', 'corrAns': None}
170.3857 	EXP 	clock_2: autoDraw = False
170.3857 	EXP 	fixation_2: autoDraw = False
170.3857 	EXP 	text_2: autoDraw = False
170.3857 	EXP 	clock_2: image = 'images/41.png'
170.3857 	EXP 	clock_2: autoDraw = True
170.3857 	EXP 	fixation_2: autoDraw = True
170.3857 	EXP 	text_2: autoDraw = True
171.3893 	EXP 	clock_2: autoDraw = False
172.3354 	EXP 	New trial (rep=0, index=30): {'picture': 'images/42.png', 'corrAns': None}
172.4158 	EXP 	clock_2: autoDraw = False
172.4158 	EXP 	fixation_2: autoDraw = False
172.4158 	EXP 	text_2: autoDraw = False
172.4158 	EXP 	clock_2: image = 'images/42.png'
172.4158 	EXP 	clock_2: autoDraw = True
172.4158 	EXP 	fixation_2: autoDraw = True
172.4158 	EXP 	text_2: autoDraw = True
173.4166 	EXP 	clock_2: autoDraw = False
174.3266 	EXP 	New trial (rep=0, index=31): {'picture': 'images/44.png', 'corrAns': 'space'}
174.3838 	EXP 	clock_2: autoDraw = False
174.3838 	EXP 	fixation_2: autoDraw = False
174.3838 	EXP 	text_2: autoDraw = False
174.3838 	EXP 	clock_2: image = 'images/44.png'
174.3838 	EXP 	clock_2: autoDraw = True
174.3838 	EXP 	fixation_2: autoDraw = True
174.3838 	EXP 	text_2: autoDraw = True
175.3885 	EXP 	clock_2: autoDraw = False
176.3267 	EXP 	New trial (rep=0, index=32): {'picture': 'images/45.png', 'corrAns': None}
176.3811 	EXP 	clock_2: autoDraw = False
176.3811 	EXP 	fixation_2: autoDraw = False
176.3811 	EXP 	text_2: autoDraw = False
176.3811 	EXP 	clock_2: image = 'images/45.png'
176.3811 	EXP 	clock_2: autoDraw = True
176.3811 	EXP 	fixation_2: autoDraw = True
176.3811 	EXP 	text_2: autoDraw = True
177.3991 	EXP 	clock_2: autoDraw = False
178.3267 	EXP 	New trial (rep=0, index=33): {'picture': 'images/46.png', 'corrAns': None}
178.3814 	EXP 	clock_2: autoDraw = False
178.3814 	EXP 	fixation_2: autoDraw = False
178.3814 	EXP 	text_2: autoDraw = False
178.3814 	EXP 	clock_2: image = 'images/46.png'
178.3814 	EXP 	clock_2: autoDraw = True
178.3814 	EXP 	fixation_2: autoDraw = True
178.3814 	EXP 	text_2: autoDraw = True
179.3818 	EXP 	clock_2: autoDraw = False
180.3267 	EXP 	New trial (rep=0, index=34): {'picture': 'images/48.png', 'corrAns': 'space'}
180.3820 	EXP 	clock_2: autoDraw = False
180.3820 	EXP 	fixation_2: autoDraw = False
180.3820 	EXP 	text_2: autoDraw = False
180.3820 	EXP 	clock_2: image = 'images/48.png'
180.3820 	EXP 	clock_2: autoDraw = True
180.3820 	EXP 	fixation_2: autoDraw = True
180.3820 	EXP 	text_2: autoDraw = True
181.3821 	EXP 	clock_2: autoDraw = False
182.3290 	EXP 	New trial (rep=0, index=35): {'picture': 'images/49.png', 'corrAns': None}
182.3879 	EXP 	clock_2: autoDraw = False
182.3879 	EXP 	fixation_2: autoDraw = False
182.3879 	EXP 	text_2: autoDraw = False
182.3879 	EXP 	clock_2: image = 'images/49.png'
182.3879 	EXP 	clock_2: autoDraw = True
182.3879 	EXP 	fixation_2: autoDraw = True
182.3879 	EXP 	text_2: autoDraw = True
183.3884 	EXP 	clock_2: autoDraw = False
184.3263 	EXP 	New trial (rep=0, index=36): {'picture': 'images/50.png', 'corrAns': None}
184.3817 	EXP 	clock_2: autoDraw = False
184.3817 	EXP 	fixation_2: autoDraw = False
184.3817 	EXP 	text_2: autoDraw = False
184.3817 	EXP 	clock_2: image = 'images/50.png'
184.3817 	EXP 	clock_2: autoDraw = True
184.3817 	EXP 	fixation_2: autoDraw = True
184.3817 	EXP 	text_2: autoDraw = True
185.3946 	EXP 	clock_2: autoDraw = False
186.3263 	EXP 	New trial (rep=0, index=37): {'picture': 'images/51.png', 'corrAns': None}
186.3814 	EXP 	clock_2: autoDraw = False
186.3814 	EXP 	fixation_2: autoDraw = False
186.3814 	EXP 	text_2: autoDraw = False
186.3814 	EXP 	clock_2: image = 'images/51.png'
186.3814 	EXP 	clock_2: autoDraw = True
186.3814 	EXP 	fixation_2: autoDraw = True
186.3814 	EXP 	text_2: autoDraw = True
187.3819 	EXP 	clock_2: autoDraw = False
188.3335 	EXP 	New trial (rep=0, index=38): {'picture': 'images/52.png', 'corrAns': None}
188.3907 	EXP 	clock_2: autoDraw = False
188.3907 	EXP 	fixation_2: autoDraw = False
188.3907 	EXP 	text_2: autoDraw = False
188.3907 	EXP 	clock_2: image = 'images/52.png'
188.3907 	EXP 	clock_2: autoDraw = True
188.3907 	EXP 	fixation_2: autoDraw = True
188.3907 	EXP 	text_2: autoDraw = True
189.4117 	EXP 	clock_2: autoDraw = False
190.3260 	EXP 	New trial (rep=0, index=39): {'picture': 'images/54.png', 'corrAns': 'space'}
190.3805 	EXP 	clock_2: autoDraw = False
190.3805 	EXP 	fixation_2: autoDraw = False
190.3805 	EXP 	text_2: autoDraw = False
190.3805 	EXP 	clock_2: image = 'images/54.png'
190.3805 	EXP 	clock_2: autoDraw = True
190.3805 	EXP 	fixation_2: autoDraw = True
190.3805 	EXP 	text_2: autoDraw = True
191.3818 	EXP 	clock_2: autoDraw = False
192.3263 	EXP 	New trial (rep=0, index=40): {'picture': 'images/55.png', 'corrAns': None}
192.3820 	EXP 	clock_2: autoDraw = False
192.3820 	EXP 	fixation_2: autoDraw = False
192.3820 	EXP 	text_2: autoDraw = False
192.3820 	EXP 	clock_2: image = 'images/55.png'
192.3820 	EXP 	clock_2: autoDraw = True
192.3820 	EXP 	fixation_2: autoDraw = True
192.3820 	EXP 	text_2: autoDraw = True
193.3883 	EXP 	clock_2: autoDraw = False
194.3267 	EXP 	New trial (rep=0, index=41): {'picture': 'images/57.png', 'corrAns': 'space'}
194.3871 	EXP 	clock_2: autoDraw = False
194.3871 	EXP 	fixation_2: autoDraw = False
194.3871 	EXP 	text_2: autoDraw = False
194.3871 	EXP 	clock_2: image = 'images/57.png'
194.3871 	EXP 	clock_2: autoDraw = True
194.3871 	EXP 	fixation_2: autoDraw = True
194.3871 	EXP 	text_2: autoDraw = True
195.3885 	EXP 	clock_2: autoDraw = False
196.3269 	EXP 	New trial (rep=0, index=42): {'picture': 'images/58.png', 'corrAns': None}
196.3828 	EXP 	clock_2: autoDraw = False
196.3828 	EXP 	fixation_2: autoDraw = False
196.3828 	EXP 	text_2: autoDraw = False
196.3828 	EXP 	clock_2: image = 'images/58.png'
196.3828 	EXP 	clock_2: autoDraw = True
196.3828 	EXP 	fixation_2: autoDraw = True
196.3828 	EXP 	text_2: autoDraw = True
197.3885 	EXP 	clock_2: autoDraw = False
198.3270 	EXP 	New trial (rep=0, index=43): {'picture': 'images/59.png', 'corrAns': None}
198.3854 	EXP 	clock_2: autoDraw = False
198.3854 	EXP 	fixation_2: autoDraw = False
198.3854 	EXP 	text_2: autoDraw = False
198.3854 	EXP 	clock_2: image = 'images/59.png'
198.3854 	EXP 	clock_2: autoDraw = True
198.3854 	EXP 	fixation_2: autoDraw = True
198.3854 	EXP 	text_2: autoDraw = True
199.3885 	EXP 	clock_2: autoDraw = False
200.3266 	EXP 	New trial (rep=0, index=44): {'picture': 'images/60.png', 'corrAns': None}
200.3817 	EXP 	clock_2: autoDraw = False
200.3817 	EXP 	fixation_2: autoDraw = False
200.3817 	EXP 	text_2: autoDraw = False
200.3817 	EXP 	clock_2: image = 'images/60.png'
200.3817 	EXP 	clock_2: autoDraw = True
200.3817 	EXP 	fixation_2: autoDraw = True
200.3817 	EXP 	text_2: autoDraw = True
201.3814 	EXP 	clock_2: autoDraw = False
202.3327 	EXP 	clock_2: autoDraw = False
202.3327 	EXP 	fixation_2: autoDraw = False
202.3327 	EXP 	text_2: autoDraw = False
202.3327 	EXP 	duration: autoDraw = True
202.3327 	EXP 	text_4: autoDraw = True
204.9749 	DATA 	Keypress: 2
205.0792 	DATA 	Keypress: space
205.1768 	DATA 	Keypress: m
205.3298 	DATA 	Keypress: i
205.4058 	DATA 	Keypress: n
205.5513 	DATA 	Keypress: u
205.8635 	DATA 	Keypress: t
